Sentiment,Sentence,Clean sentences
6469,1,"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .",upon completion keskuskatu form backbone helsinki pedestrianised downtown area linking city main pedestrian precincts
6470,-1,"According to the company , staff will be laid off temporarily when necessary .",according company staff laid temporarily necessary
6471,-1,Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,finnish bank land reports operating profit fell eur 49 mn third quarter 2007 eur 56 mn third quarter 2006
6472,1,M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,mreal sales expected increased 4 yearonyear eur609m second quarter 2010
6473,-1,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,operating profit fell eur 151 mn eur 246 mn 2006
6474,-1,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,arcelormittal chief executive officer lakshmi mittal already cut output furnaces
6475,0,Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .,price talk euribor plus 2 bps area sole lead citigroup
6476,1,"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",3 february 2011 finnish broadband data communication systems provider teleste oyj hel tlt1v said yesterday net profit rocketed eur4 8 2010 eur416 000 2009 lifted dividend proposal
6477,1,Unit costs for flight operations fell by 6.4 percent .,unit costs flight operations fell 64 percent
6478,0,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",lemminkainen infra oy subsidiary lemminkainen sverige ab perform construction work expected start early 2011 completed summer 2013
6479,0,`` We have the most expensive water brand in Finland at the moment . '',expensive water brand finland moment
6480,1,"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",finnish sampo bank danish danske bank group reports profit taxes eur 1523 mn 2010 eur 327 mn 2009
6481,1,Demand was brisk as expected and order levels have remained high .,demand brisk expected order levels remained high
6482,0,"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",furthermore company sell warehouse office buildings loudeac saint marcel lease new joint premises operations morvillars
6483,-1,The production is to be liquidated before June 2009 and 325 employees loose their jobs .,production liquidated june 2009 325 employees loose jobs
6484,0,The office space will rise above the remodeled Cannon Street underground station .,office space rise remodeled cannon street underground station
6485,1,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,finnish office supplies computer accessories dealer belttongroup plc said net profit rose 13 mln euro 17 mln 2006 113 mln euro 15 mln 2005
6486,-1,Sanoma News ' advertising sales decreased by 22 % during the year .,sanoma news advertising sales decreased 22 year
6487,-1,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,profit taxes decreased eur 316 mn eur 500 mn year
6488,1,"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",beginning year wartsila secured order deliver four gasfuelled main engines propulsion machinery vessel
6489,-1,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,finnair believes strike cause daily net losses excess eur 2mn due canceled reservations passenger rerouting
6490,-1,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",adp news feb 11 2009 finnish wood products technology supplier raute oyj hel rutav said today net profit decreased eur 47 million usd 61 2008 eur 66 million 2007
6491,-1,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,london marketwatch share prices ended lower london monday rebound bank stocks failed offset broader weakness ftse 100
6492,1,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,operating profit rose eur 16 mn eur 11 mn corresponding period 2006
6493,0,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",alexandria va october 15 aaron moss hampshire great britain developed ornamental design handset yous patent trademark office announced
6494,1,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,passengerrelated revenue rose 51 eur 4608 mn eur 4385 mn 2009
6495,-1,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",operating profit nonrecurring items eur 83 mn first nine months 2008 compared eur 84 corresponding period 2007
6496,1,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",priority 2009 strengthen company balance sheet increase cash flow ceo hannu krook said
6497,0,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",fortum looking invest several new production units including new wastefired unit brista combined heat power chp plant biofuelsbased production unit vartan chp plant
6498,0,The merger between the two telecoms operators was expected to result in the world 's fourth largest telecoms operator .,merger two telecoms operators expected result world fourth largest telecoms operator
6499,-1,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,department store division sales fell 86 eur 1402 mn
6500,-1,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",currency effect 30 pct 20 mln euro 313 mln negative impact revenue
6501,0,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,4 complete name shareholder otto henrik bernhard nyberg 5 information amount shares transferred corresponds 568 total number shares aspo plc
6502,0,Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,boomerang boats net sales eur 41 mn made operating profit eur 04 mn 2006
